Order_ID,Customer_Name,Order_Date,State,City,Amount,Profit,Quantity,Category,Sub_Category,Month_of_Order_Date,Target
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,143,-124,5,Clothing,Saree,2/19/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,143,-124,5,Clothing,Saree,3/19/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,44,-17,5,Clothing,Saree,4/18/2025,12000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,44,-17,5,Clothing,Saree,5/18/2025,12000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,44,-17,5,Clothing,Saree,6/18/2025,12000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,44,-17,5,Clothing,Saree,7/18/2025,14000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,44,-17,5,Clothing,Saree,8/18/2025,14000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,44,-17,5,Clothing,Saree,9/18/2025,14000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,44,-17,5,Clothing,Saree,10/18/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,44,-17,5,Clothing,Saree,11/18/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,44,-17,5,Clothing,Saree,12/18/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,44,-17,5,Clothing,Saree,1/19/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,44,-17,5,Clothing,Saree,2/19/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,44,-17,5,Clothing,Saree,3/19/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,45,-2,4,Clothing,Shirt,4/18/2025,12000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,45,-2,4,Clothing,Shirt,5/18/2025,12000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,45,-2,4,Clothing,Shirt,6/18/2025,12000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,45,-2,4,Clothing,Shirt,7/18/2025,14000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,45,-2,4,Clothing,Shirt,8/18/2025,14000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,45,-2,4,Clothing,Shirt,9/18/2025,14000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,45,-2,4,Clothing,Shirt,10/18/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,45,-2,4,Clothing,Shirt,11/18/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,45,-2,4,Clothing,Shirt,12/18/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,45,-2,4,Clothing,Shirt,1/19/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,45,-2,4,Clothing,Shirt,2/19/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,45,-2,4,Clothing,Shirt,3/19/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,16,-1,1,Clothing,Saree,4/18/2025,12000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,16,-1,1,Clothing,Saree,5/18/2025,12000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,16,-1,1,Clothing,Saree,6/18/2025,12000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,16,-1,1,Clothing,Saree,7/18/2025,14000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,16,-1,1,Clothing,Saree,8/18/2025,14000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,16,-1,1,Clothing,Saree,9/18/2025,14000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,16,-1,1,Clothing,Saree,10/18/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,16,-1,1,Clothing,Saree,11/18/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,16,-1,1,Clothing,Saree,12/18/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,16,-1,1,Clothing,Saree,1/19/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,16,-1,1,Clothing,Saree,2/19/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,16,-1,1,Clothing,Saree,3/19/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,37,-5,3,Clothing,T-Shirt,4/18/2025,12000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,37,-5,3,Clothing,T-Shirt,5/18/2025,12000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,37,-5,3,Clothing,T-Shirt,6/18/2025,12000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,37,-5,3,Clothing,T-Shirt,7/18/2025,14000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,37,-5,3,Clothing,T-Shirt,8/18/2025,14000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,37,-5,3,Clothing,T-Shirt,9/18/2025,14000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,37,-5,3,Clothing,T-Shirt,10/18/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,37,-5,3,Clothing,T-Shirt,11/18/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,37,-5,3,Clothing,T-Shirt,12/18/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,37,-5,3,Clothing,T-Shirt,1/19/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,37,-5,3,Clothing,T-Shirt,2/19/2025,16000
B-25673,Mahima,5/28/2018,Gujarat,Ahmedabad,37,-5,3,Clothing,T-Shirt,3/19/2025,16000
B-25674,Shreya,5/28/2018,Maharashtra,Pune,17,-12,5,Clothing,Skirt,4/18/2025,12000
B-25674,Shreya,5/28/2018,Maharashtra,Pune,17,-12,5,Clothing,Skirt,5/18/2025,12000
B-25674,Shreya,5/28/2018,Maharashtra,Pune,17,-12,5,Clothing,Skirt,6/18/2025,12000
B-25674,Shreya,5/28/2018,Maharashtra,Pune,17,-12,5,Clothing,Skirt,7/18/2025,14000
B-25674,Shreya,5/28/2018,Maharashtra,Pune,17,-12,5,Clothing,Skirt,8/18/2025,14000
B-25674,Shreya,5/28/2018,Maharashtra,Pune,17,-12,5,Clothing,Skirt,9/18/2025,14000
B-25674,Shreya,5/28/2018,Maharashtra,Pune,17,-12,5,Clothing,Skirt,10/18/2025,16000
B-25674,Shreya,5/28/2018,Maharashtra,Pune,17,-12,5,Clothing,Skirt,11/18/2025,16000
B-25674,Shreya,5/28/2018,Maharashtra,Pune,17,-12,5,Clothing,Skirt,12/18/2025,16000
B-25674,Shreya,5/28/2018,Maharashtra,Pune,17,-12,5,Clothing,Skirt,1/19/2025,16000
B-25674,Shreya,5/28/2018,Maharashtra,Pune,17,-12,5,Clothing,Skirt,2/19/2025,16000
B-25674,Shreya,5/28/2018,Maharashtra,Pune,17,-12,5,Clothing,Skirt,3/19/2025,16000
B-25675,Chandni,5/31/2018,Madhya Pradesh,Bhopal,929,-93,9,Clothing,Saree,4/18/2025,12000
B-25675,Chandni,5/31/2018,Madhya Pradesh,Bhopal,929,-93,9,Clothing,Saree,5/18/2025,12000
B-25675,Chandni,5/31/2018,Madhya Pradesh,Bhopal,929,-93,9,Clothing,Saree,6/18/2025,12000
B-25675,Chandni,5/31/2018,Madhya Pradesh,Bhopal,929,-93,9,Clothing,Saree,7/18/2025,14000
B-25675,Chandni,5/31/2018,Madhya Pradesh,Bhopal,929,-93,9,Clothing,Saree,8/18/2025,14000
B-25675,Chandni,5/31/2018,Madhya Pradesh,Bhopal,929,-93,9,Clothing,Saree,9/18/2025,14000
B-25675,Chandni,5/31/2018,Madhya Pradesh,Bhopal,929,-93,9,Clothing,Saree,10/18/2025,16000
B-25675,Chandni,5/31/2018,Madhya Pradesh,Bhopal,929,-93,9,Clothing,Saree,11/18/2025,16000
B-25675,Chandni,5/31/2018,Madhya Pradesh,Bhopal,929,-93,9,Clothing,Saree,12/18/2025,16000
B-25675,Chandni,5/31/2018,Madhya Pradesh,Bhopal,929,-93,9,Clothing,Saree,1/19/2025,16000
B-25675,Chandni,5/31/2018,Madhya Pradesh,Bhopal,929,-93,9,Clothing,Saree,2/19/2025,16000
B-25675,Chandni,5/31/2018,Madhya Pradesh,Bhopal,929,-93,9,Clothing,Saree,3/19/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,342,-103,4,Electronics,Electronic Games,4/18/2025,9000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,342,-103,4,Electronics,Electronic Games,5/18/2025,9000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,342,-103,4,Electronics,Electronic Games,6/18/2025,9000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,342,-103,4,Electronics,Electronic Games,7/18/2025,9000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,342,-103,4,Electronics,Electronic Games,8/18/2025,9000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,342,-103,4,Electronics,Electronic Games,9/18/2025,9000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,342,-103,4,Electronics,Electronic Games,10/18/2025,9000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,342,-103,4,Electronics,Electronic Games,11/18/2025,9000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,342,-103,4,Electronics,Electronic Games,12/18/2025,9000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,342,-103,4,Electronics,Electronic Games,1/19/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,342,-103,4,Electronics,Electronic Games,2/19/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,342,-103,4,Electronics,Electronic Games,3/19/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,1263,-56,5,Clothing,Trousers,4/18/2025,12000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,1263,-56,5,Clothing,Trousers,5/18/2025,12000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,1263,-56,5,Clothing,Trousers,6/18/2025,12000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,1263,-56,5,Clothing,Trousers,7/18/2025,14000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,1263,-56,5,Clothing,Trousers,8/18/2025,14000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,1263,-56,5,Clothing,Trousers,9/18/2025,14000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,1263,-56,5,Clothing,Trousers,10/18/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,1263,-56,5,Clothing,Trousers,11/18/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,1263,-56,5,Clothing,Trousers,12/18/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,1263,-56,5,Clothing,Trousers,1/19/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,1263,-56,5,Clothing,Trousers,2/19/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,1263,-56,5,Clothing,Trousers,3/19/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,674,-187,2,Furniture,Tables,4/18/2025,10400
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,674,-187,2,Furniture,Tables,5/18/2025,10500
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,674,-187,2,Furniture,Tables,6/18/2025,10600
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,674,-187,2,Furniture,Tables,7/18/2025,10800
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,674,-187,2,Furniture,Tables,8/18/2025,10900
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,674,-187,2,Furniture,Tables,9/18/2025,11000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,674,-187,2,Furniture,Tables,10/18/2025,11100
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,674,-187,2,Furniture,Tables,11/18/2025,11300
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,674,-187,2,Furniture,Tables,12/18/2025,11400
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,674,-187,2,Furniture,Tables,1/19/2025,11500
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,674,-187,2,Furniture,Tables,2/19/2025,11600
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,674,-187,2,Furniture,Tables,3/19/2025,11800
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,4/18/2025,12000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,5/18/2025,12000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,6/18/2025,12000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,7/18/2025,14000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,8/18/2025,14000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,9/18/2025,14000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,10/18/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,11/18/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,12/18/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,1/19/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,2/19/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,3/19/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,79,36,4,Clothing,Shirt,4/18/2025,12000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,79,36,4,Clothing,Shirt,5/18/2025,12000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,79,36,4,Clothing,Shirt,6/18/2025,12000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,79,36,4,Clothing,Shirt,7/18/2025,14000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,79,36,4,Clothing,Shirt,8/18/2025,14000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,79,36,4,Clothing,Shirt,9/18/2025,14000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,79,36,4,Clothing,Shirt,10/18/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,79,36,4,Clothing,Shirt,11/18/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,79,36,4,Clothing,Shirt,12/18/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,79,36,4,Clothing,Shirt,1/19/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,79,36,4,Clothing,Shirt,2/19/2025,16000
B-25676,Ekta,6/1/2018,Rajasthan,Jaipur,79,36,4,Clothing,Shirt,3/19/2025,16000
B-25677,Bathina,6/2/2018,West Bengal,Kolkata,20,-2,1,Electronics,Accessories,4/18/2025,9000
B-25677,Bathina,6/2/2018,West Bengal,Kolkata,20,-2,1,Electronics,Accessories,5/18/2025,9000
B-25677,Bathina,6/2/2018,West Bengal,Kolkata,20,-2,1,Electronics,Accessories,6/18/2025,9000
B-25677,Bathina,6/2/2018,West Bengal,Kolkata,20,-2,1,Electronics,Accessories,7/18/2025,9000
B-25677,Bathina,6/2/2018,West Bengal,Kolkata,20,-2,1,Electronics,Accessories,8/18/2025,9000
B-25677,Bathina,6/2/2018,West Bengal,Kolkata,20,-2,1,Electronics,Accessories,9/18/2025,9000
B-25677,Bathina,6/2/2018,West Bengal,Kolkata,20,-2,1,Electronics,Accessories,10/18/2025,9000
B-25677,Bathina,6/2/2018,West Bengal,Kolkata,20,-2,1,Electronics,Accessories,11/18/2025,9000
B-25677,Bathina,6/2/2018,West Bengal,Kolkata,20,-2,1,Electronics,Accessories,12/18/2025,9000
B-25677,Bathina,6/2/2018,West Bengal,Kolkata,20,-2,1,Electronics,Accessories,1/19/2025,16000
B-25677,Bathina,6/2/2018,West Bengal,Kolkata,20,-2,1,Electronics,Accessories,2/19/2025,16000
B-25677,Bathina,6/2/2018,West Bengal,Kolkata,20,-2,1,Electronics,Accessories,3/19/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,64,-7,3,Clothing,Saree,4/18/2025,12000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,64,-7,3,Clothing,Saree,5/18/2025,12000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,64,-7,3,Clothing,Saree,6/18/2025,12000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,64,-7,3,Clothing,Saree,7/18/2025,14000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,64,-7,3,Clothing,Saree,8/18/2025,14000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,64,-7,3,Clothing,Saree,9/18/2025,14000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,64,-7,3,Clothing,Saree,10/18/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,64,-7,3,Clothing,Saree,11/18/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,64,-7,3,Clothing,Saree,12/18/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,64,-7,3,Clothing,Saree,1/19/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,64,-7,3,Clothing,Saree,2/19/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,64,-7,3,Clothing,Saree,3/19/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,7,-3,2,Clothing,Skirt,4/18/2025,12000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,7,-3,2,Clothing,Skirt,5/18/2025,12000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,7,-3,2,Clothing,Skirt,6/18/2025,12000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,7,-3,2,Clothing,Skirt,7/18/2025,14000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,7,-3,2,Clothing,Skirt,8/18/2025,14000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,7,-3,2,Clothing,Skirt,9/18/2025,14000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,7,-3,2,Clothing,Skirt,10/18/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,7,-3,2,Clothing,Skirt,11/18/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,7,-3,2,Clothing,Skirt,12/18/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,7,-3,2,Clothing,Skirt,1/19/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,7,-3,2,Clothing,Skirt,2/19/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,7,-3,2,Clothing,Skirt,3/19/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,327,-39,1,Electronics,Phones,4/18/2025,9000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,327,-39,1,Electronics,Phones,5/18/2025,9000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,327,-39,1,Electronics,Phones,6/18/2025,9000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,327,-39,1,Electronics,Phones,7/18/2025,9000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,327,-39,1,Electronics,Phones,8/18/2025,9000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,327,-39,1,Electronics,Phones,9/18/2025,9000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,327,-39,1,Electronics,Phones,10/18/2025,9000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,327,-39,1,Electronics,Phones,11/18/2025,9000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,327,-39,1,Electronics,Phones,12/18/2025,9000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,327,-39,1,Electronics,Phones,1/19/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,327,-39,1,Electronics,Phones,2/19/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,327,-39,1,Electronics,Phones,3/19/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,27,-25,2,Clothing,Shirt,4/18/2025,12000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,27,-25,2,Clothing,Shirt,5/18/2025,12000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,27,-25,2,Clothing,Shirt,6/18/2025,12000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,27,-25,2,Clothing,Shirt,7/18/2025,14000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,27,-25,2,Clothing,Shirt,8/18/2025,14000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,27,-25,2,Clothing,Shirt,9/18/2025,14000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,27,-25,2,Clothing,Shirt,10/18/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,27,-25,2,Clothing,Shirt,11/18/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,27,-25,2,Clothing,Shirt,12/18/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,27,-25,2,Clothing,Shirt,1/19/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,27,-25,2,Clothing,Shirt,2/19/2025,16000
B-25678,Avni,6/3/2018,Karnataka,Bangalore,27,-25,2,Clothing,Shirt,3/19/2025,16000
B-25679,Aayushi,6/4/2018,Maharashtra,Mumbai,76,-50,1,Clothing,Saree,4/18/2025,12000
B-25679,Aayushi,6/4/2018,Maharashtra,Mumbai,76,-50,1,Clothing,Saree,5/18/2025,12000
B-25679,Aayushi,6/4/2018,Maharashtra,Mumbai,76,-50,1,Clothing,Saree,6/18/2025,12000
B-25679,Aayushi,6/4/2018,Maharashtra,Mumbai,76,-50,1,Clothing,Saree,7/18/2025,14000
B-25679,Aayushi,6/4/2018,Maharashtra,Mumbai,76,-50,1,Clothing,Saree,8/18/2025,14000
B-25679,Aayushi,6/4/2018,Maharashtra,Mumbai,76,-50,1,Clothing,Saree,9/18/2025,14000
B-25679,Aayushi,6/4/2018,Maharashtra,Mumbai,76,-50,1,Clothing,Saree,10/18/2025,16000
B-25679,Aayushi,6/4/2018,Maharashtra,Mumbai,76,-50,1,Clothing,Saree,11/18/2025,16000
B-25679,Aayushi,6/4/2018,Maharashtra,Mumbai,76,-50,1,Clothing,Saree,12/18/2025,16000
B-25679,Aayushi,6/4/2018,Maharashtra,Mumbai,76,-50,1,Clothing,Saree,1/19/2025,16000
B-25679,Aayushi,6/4/2018,Maharashtra,Mumbai,76,-50,1,Clothing,Saree,2/19/2025,16000
B-25679,Aayushi,6/4/2018,Maharashtra,Mumbai,76,-50,1,Clothing,Saree,3/19/2025,16000
B-25680,Bhawna,6/4/2018,Madhya Pradesh,Indore,73,-25,3,Clothing,Saree,4/18/2025,12000
B-25680,Bhawna,6/4/2018,Madhya Pradesh,Indore,73,-25,3,Clothing,Saree,5/18/2025,12000
B-25680,Bhawna,6/4/2018,Madhya Pradesh,Indore,73,-25,3,Clothing,Saree,6/18/2025,12000
B-25680,Bhawna,6/4/2018,Madhya Pradesh,Indore,73,-25,3,Clothing,Saree,7/18/2025,14000
B-25680,Bhawna,6/4/2018,Madhya Pradesh,Indore,73,-25,3,Clothing,Saree,8/18/2025,14000
B-25680,Bhawna,6/4/2018,Madhya Pradesh,Indore,73,-25,3,Clothing,Saree,9/18/2025,14000
B-25680,Bhawna,6/4/2018,Madhya Pradesh,Indore,73,-25,3,Clothing,Saree,10/18/2025,16000
B-25680,Bhawna,6/4/2018,Madhya Pradesh,Indore,73,-25,3,Clothing,Saree,11/18/2025,16000
B-25680,Bhawna,6/4/2018,Madhya Pradesh,Indore,73,-25,3,Clothing,Saree,12/18/2025,16000
B-25680,Bhawna,6/4/2018,Madhya Pradesh,Indore,73,-25,3,Clothing,Saree,1/19/2025,16000
B-25680,Bhawna,6/4/2018,Madhya Pradesh,Indore,73,-25,3,Clothing,Saree,2/19/2025,16000
B-25680,Bhawna,6/4/2018,Madhya Pradesh,Indore,73,-25,3,Clothing,Saree,3/19/2025,16000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,68,-27,3,Electronics,Accessories,4/18/2025,9000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,68,-27,3,Electronics,Accessories,5/18/2025,9000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,68,-27,3,Electronics,Accessories,6/18/2025,9000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,68,-27,3,Electronics,Accessories,7/18/2025,9000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,68,-27,3,Electronics,Accessories,8/18/2025,9000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,68,-27,3,Electronics,Accessories,9/18/2025,9000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,68,-27,3,Electronics,Accessories,10/18/2025,9000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,68,-27,3,Electronics,Accessories,11/18/2025,9000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,68,-27,3,Electronics,Accessories,12/18/2025,9000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,68,-27,3,Electronics,Accessories,1/19/2025,16000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,68,-27,3,Electronics,Accessories,2/19/2025,16000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,68,-27,3,Electronics,Accessories,3/19/2025,16000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,523,204,7,Clothing,Trousers,4/18/2025,12000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,523,204,7,Clothing,Trousers,5/18/2025,12000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,523,204,7,Clothing,Trousers,6/18/2025,12000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,523,204,7,Clothing,Trousers,7/18/2025,14000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,523,204,7,Clothing,Trousers,8/18/2025,14000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,523,204,7,Clothing,Trousers,9/18/2025,14000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,523,204,7,Clothing,Trousers,10/18/2025,16000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,523,204,7,Clothing,Trousers,11/18/2025,16000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,523,204,7,Clothing,Trousers,12/18/2025,16000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,523,204,7,Clothing,Trousers,1/19/2025,16000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,523,204,7,Clothing,Trousers,2/19/2025,16000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,523,204,7,Clothing,Trousers,3/19/2025,16000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,44,-3,1,Clothing,Saree,4/18/2025,12000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,44,-3,1,Clothing,Saree,5/18/2025,12000
B-25681,Krutika,6/4/2018,Madhya Pradesh,Indore,44,-3,1,Clothing,Saree,6/18/2025,12000
